iter_F:6	1	200	400	600	800	1000	1200	1400	1600	1800	2000	2200	2400	2600	2800	3000	3200	3400	3600	3800	4000	4200	4400	4600	4800	5000	5200	5400	5600	5800	6000	6200	6400	6600	6800	7000	7200	7400	7600	7800	8000	8200	8400	8600	8800	9000	9200	9400	9600	9800	10000	
1	6838688442.330945014953613	130891.983724859193899	1230.210346116715755	107.611463915008699	44.545963186317294	38.811382633029780	36.024867597192497	33.487605059914586	30.894531163189413	29.266602968912139	27.785615998247295	26.859308103291141	26.340447434558655	24.562006787946302	23.068597380965002	21.976204577315229	21.290323612754037	20.770947315987314	20.393756908687237	20.277517091119535	20.207335729665829	20.187577431490126	20.169663131056041	20.158200039379835	20.147833827755676	20.115603217749822	20.107514183859166	20.098401158526940	20.080849094963696	20.074359965290114	20.065965724482794	20.058464422353154	20.056019346742687	20.038394115136953	20.035810412656929	20.022588159325323	20.002180997889354	19.992688543248960	19.979940769864015	19.977698078192589	19.972519183773557	19.967405678311479	19.959013314320828	19.952770548037734	19.945126253880971	19.942469762779865	19.940004707148546	19.936688965299254	19.935482976069125	19.935098102607299	19.935046991834952	
iter_F:6	1	200	400	600	800	1000	1200	1400	1600	1800	2000	2200	2400	2600	2800	3000	3200	3400	3600	3800	4000	4200	4400	4600	4800	5000	5200	5400	5600	5800	6000	6200	6400	6600	6800	7000	7200	7400	7600	7800	8000	8200	8400	8600	8800	9000	9200	9400	9600	9800	10000	
1	1926711740.318142890930176	38533.656140915169090	1583.081953177925243	283.070270230720325	93.624624415383551	50.281605317256890	40.629924878838438	37.097162912660224	33.144256001267195	31.439766023070661	30.481147520265495	29.920170867504567	29.025214959137429	28.436198103210700	28.071352430319621	27.854079156906209	27.563435139290732	27.236349572228164	27.101994697275131	27.057979761475508	27.035499606889061	27.029679656155395	27.021061457649012	27.013840984287754	27.007067261810334	27.001229714852570	27.000547729103346	26.995350678397699	26.991846256976032	26.985358295235983	26.978523639887953	26.976839674188113	26.974347947792921	26.966247926046435	26.959734453866304	26.954597362196637	26.952040055616635	26.943822484286557	26.940539264754534	26.928434724255794	26.922377085815924	26.908182365085167	26.901009762589865	26.891033476813618	26.877495523646758	26.868757866381884	26.861099322059772	26.858000617208745	26.857388798205193	26.857218455826114	26.857192952966216	
2	4338984363.417569160461426	39655.229410444022506	1186.406776794758571	175.141345386480225	88.498569603706983	59.697797889218918	57.221813387850943	54.185303570641054	53.318563689498433	51.972635683673161	49.857216822733790	48.549792980594475	47.806110850216783	46.525468746564684	45.281803162155029	44.621112482317812	44.196253785066119	44.046258193532367	43.860510958156283	43.747251492910664	43.709840437580397	43.691306678674209	43.676950979259800	43.671259466893844	43.668905048525858	43.663857487269070	43.657146182219776	43.651068767706420	43.650004239655345	43.636096529634870	43.626094030728382	43.610577890779723	43.599902592542776	43.589458758194723	43.584903982683272	43.575457809924046	43.573330962297860	43.567507349701827	43.540059445094812	43.531134376835098	43.522481529714696	43.506480126747419	43.505019825301133	43.486109439918891	43.470428154991623	43.465311135270895	43.453170167850431	43.450178072828294	43.448765207647057	43.448277049874832	43.448209828559357	
3	6996742807.274558067321777	93381.996066825944581	3002.330183613639747	1865.953658017323505	1394.813634344404818	731.847725960883508	376.460731567102812	170.130366377710061	108.771085613269634	82.347141424166239	56.799617190815979	35.774102866000248	31.533414784156548	27.837362207255183	23.127256656173131	22.221492542566921	21.590789814081063	21.398319381154124	21.303381558989713	21.263793164233221	21.241787064393293	21.227846975081093	21.220700087945488	21.217026043932037	21.201208627619508	21.199432937709389	21.199224499776619	21.196578682804329	21.195872231160820	21.164564321794842	21.154998471663703	21.152731040221624	21.149117909943698	21.147603016903759	21.145808439981693	21.142580567762479	21.136685760755881	21.132742493340629	21.119067180357206	21.112989765812017	21.107383879462077	21.105176714526806	21.081203474505855	21.068949976629938	21.064433581591629	21.041592896081511	21.035198819966581	21.026827371156514	21.024016293396244	21.023051954117363	21.023009991641175	
4	2975547159.094708442687988	71851.633871963073034	1501.925460493291212	288.032282379889239	131.370165413202585	64.934394626682888	31.475539037308636	22.050240358505789	20.067622257200355	18.316258975764413	15.203588152801331	14.628102547623484	14.130994647755188	13.743529282940926	13.554692543807050	13.441607894475510	13.335773115352822	13.267002403633569	13.233588247274383	13.201876135473640	13.178457726427268	13.165585311077166	13.159847735671292	13.152321131933832	13.150756100079434	13.150174090759037	13.140910919212502	13.133643040628840	13.126141334451177	13.119683067088317	13.110979468063988	13.104705570831584	13.100369856648967	13.094691808383232	13.084102441129517	13.079051997682427	13.074171965960431	13.057538172781733	13.055401324946160	13.043124017515311	13.030152036707705	13.018509039765149	13.002754853001534	12.984630018683902	12.972547759893132	12.962337049514190	12.946681524575069	12.937324286817557	12.936159124819142	12.935940186945118	12.935809240019807	
5	2928616713.591816425323486	47047.563327481264423	1924.982116883883464	1148.178153990150349	510.744358493499021	209.158880316354725	93.393517242072448	65.723336869804143	55.735293740368888	51.528986771102154	47.693118980101644	45.130564885572539	44.240074506117253	43.854727990617675	43.567245013518914	43.412593220113649	43.272779867309282	43.184299499570670	43.123073068139774	43.090114375439271	43.071874817367188	43.064665624498275	43.062071196771740	43.061163703759348	43.059155372790201	43.058030831279893	43.057968066684907	43.057533181102826	43.054306184714733	43.053706151294136	43.053016256546016	43.048172349416973	43.047966134317448	43.045106729046893	43.042494167701307	43.041680119139755	43.039658845806571	43.035241322299726	43.032720200831363	43.025707392848062	43.024666028602951	43.022894616521626	43.020151588815907	43.006385627138343	43.000421097628760	42.995369104870861	42.987160599148865	42.981441607639454	42.979327537399513	42.978798305774944	42.978735782792000	
6	5540110317.970325469970703	67958.430179196613608	1390.166574461814889	342.477448837278189	49.794126951609769	21.990788977234388	16.982918058600944	14.851463315108049	13.635550696830023	13.513152060727862	13.479813515884643	13.275718270254174	12.991494945850036	12.788291283622812	12.617014758356618	12.424525598293940	11.915199963770647	11.553841875352873	11.379696088048604	11.273314810532383	11.232845177356921	11.222728423890658	11.215322844936964	11.193981199942527	11.192977488896076	11.166453442999909	11.160252910120334	11.155365881802709	11.151885389839208	11.133703573601906	11.129525039820464	11.124207082491921	11.085198753365376	11.080814600665690	11.078437798287496	11.072337727885042	11.047970811272080	11.044600923400822	11.029189407026024	11.006730112397918	10.982210997487527	10.964323702245792	10.957661864659258	10.951712612319852	10.931377522619414	10.925045657609417	10.912202144103958	10.907525459344242	10.905336451447056	10.904007119466087	10.903921343294314	
7	2602894958.191135406494141	42886.510016023246862	681.870879570254147	83.104217961347786	62.503113745797691	57.984471337452078	57.898557105975897	55.706462087354794	55.391002695332190	55.059690853378470	53.210188702184041	51.660784332950016	51.129833737309355	50.379108105124942	49.508248644991227	48.848406209287532	48.264619170600781	47.806858314594365	47.547608260854076	47.452885882081773	47.340879608040268	47.272967825630758	47.153496491382157	47.060661058520509	46.864237032772508	46.769586438300166	46.688275198948759	46.633315635531972	46.560251372254697	46.497692737331363	46.466826857908245	46.448969843310124	46.401527953099730	46.310686845808050	46.270004035211741	46.213102258852814	46.088133286580387	46.049932719888602	46.030347210494710	45.996093866033107	45.930572230095549	45.872110580670324	45.807258309256895	45.777537169290099	45.750418667661052	45.734837228824517	45.724196613053209	45.715905750456841	45.714369100751583	45.713107696017687	45.713060588441522	
